7.442396314348553688e+01 4.539884217336686081e-03
7.730405441963600310e+01 4.823478823424443181e-03
8.029560073538125664e+01 5.118898234159478464e-03
8.340291522688956150e+01 5.426141318383430508e-03
8.663047794197062501e+01 5.745160355607156592e-03
8.998294229929575749e+01 6.075858127084829592e-03
9.346514179757976137e+01 6.418085132755372256e-03
9.708209698439767976e+01 6.771636965059712847e-03
1.008390226946839192e+02 7.136251871404389324e-03
1.047413355693500137e+02 7.511608537519711380e-03
1.087946618648610269e+02 7.897324124129476500e-03
1.130048455650306352e+02 8.292952589180585532e-03
1.173779568067297276e+02 8.697983327355954253e-03
1.219203006316570139e+02 9.111840157693290240e-03
1.266384260767894432e+02 9.533880688839126150e-03
1.315391356166187791e+02 9.963396089773000897e-03
1.366294949707881301e+02 1.039961129173427173e-02
1.419168432912686342e+02 1.084168564457128718e-02
1.474088037437639969e+02 1.128871404781640886e-02
1.531132944985989468e+02 1.173972857347829225e-02
1.590385401469378337e+02 1.219370059385376306e-02
1.651930835587931483e+02 1.264954342361560534e-02
1.715857981999203901e+02 1.310611548105998156e-02
1.782259009253577062e+02 1.356222396873184646e-02
1.851229652680553954e+02 1.401662906872940505e-02
1.922869352417546622e+02 1.446804864286793148e-02
1.997281396780164187e+02 1.491516342260605990e-02
2.074573071180705313e+02 1.535662266826976277e-02
2.154855812809565236e+02 1.579105027169921960e-02
2.238245371302570277e+02 1.621705127107151562e-02
2.324861975625890977e+02 1.663321874137139306e-02
2.414830507419137007e+02 1.703814101887285090e-02
2.508280681046562961e+02 1.743040921312004332e-02
2.605347230615971057e+02 1.780862495533553844e-02
2.706170104234958558e+02 1.817140832799494718e-02
2.810894665784574613e+02 1.851740591657094134e-02
2.919671904501304311e+02 1.884529892121902458e-02
3.032658652669550179e+02 1.915381126351998683e-02
3.150017811738470641e+02 1.944171762135576270e-02
3.271918587189188656e+02 1.970785132363619269e-02
3.398536732490995291e+02 1.995111203593747523e-02
3.530054802498275990e+02 2.017047316820737290e-02
3.666662416653505829e+02 2.036498893654514405e-02
3.808556532375787356e+02 2.053380101270139285e-02
3.955941729029098042e+02 2.067614469735132646e-02
4.109030502879668916e+02 2.079135455638187954e-02
4.268043573467751344e+02 2.087886946336458063e-02
4.433210201835491944e+02 2.093823699604024924e-02
4.604768521069735243e+02 2.096911713997085674e-02
4.782965879636309410e+02 2.097128525847152813e-02
4.968059198000821652e+02 2.094463429445218849e-02
5.160315339050113153e+02 2.088917617681153652e-02
5.360011492848454964e+02 2.080504241144491909e-02
5.567435576283204455e+02 2.069248384467535853e-02
5.782886648176123572e+02 2.055186959489630621e-02
6.006675340458857590e+02 2.038368515632247094e-02
6.239124306034241272e+02 2.018852968689398633e-02
6.480568683969123640e+02 1.996711250044725869e-02
6.731356582689445531e+02 1.972024879117047907e-02
6.991849581874195110e+02 1.944885462598517495e-02
7.262423253771897862e+02 1.915394124774683071e-02
7.543467704691219069e+02 1.883660873894255072e-02
7.835388137446427663e+02 1.849803910179292563e-02
8.138605435568605344e+02 1.813948881625814316e-02
8.453556770124936293e+02 1.776228094233678681e-02
8.780696230020934081e+02 1.736779683716007175e-02
9.120495476694404715e+02 1.695746756068849601e-02
9.473444424145029643e+02 1.653276504625154214e-02
9.840051945280036989e+02 1.609519311373406800e-02
1.022084660559434838e+03 1.564627840386593680e-02
1.061637742524300620e+03 1.518756131183155236e-02
1.102721467060461009e+03 1.472058699728789194e-02
1.145395067647702490e+03 1.424689654588694870e-02
1.189720070009077972e+03 1.376801835458223676e-02
1.235760380817145688e+03 1.328545980940264160e-02
1.283582379833001369e+03 1.280069932006250646e-02
1.333255015610945293e+03 1.231517877081069606e-02
1.384849904906773418e+03 1.183029644137913346e-02
1.438441435933012826e+03 1.134740044585812353e-02
1.494106875609973258e+03 1.086778273088821918e-02
1.551926480967248153e+03 1.039267366780977433e-02
1.611983614856279701e+03 9.923237266447783658e-03
1.674364866140819004e+03 9.460567031124130638e-03
1.739160174538570118e+03 9.005682472380250464e-03
1.806462960294011282e+03 8.559526280850727684e-03
1.876370258869350891e+03 8.122962162844646686e-03
1.948982860847815118e+03 7.696773330546982650e-03
2.024405457250972631e+03 7.281661633429963899e-03
2.102746790479613992e+03 6.878247311531128678e-03
2.184119811095808018e+03 6.487069345776306714e-03
2.268641840672179114e+03 6.108586375554519825e-03
2.356434740943196175e+03 5.743178149334057965e-03
2.447625089502354058e+03 5.391147470277257887e-03
2.542344362298561919e+03 5.052722595594759218e-03
2.640729123194855674e+03 4.728060045787947294e-03
2.742921220862738210e+03 4.417247777971898721e-03
2.849067993296023360e+03 4.120308676141153960e-03
2.959322480239045490e+03 3.837204310527844633e-03
3.073843643835511102e+03 3.567838918081438389e-03
3.192796597816115082e+03 3.312063556545312513e-03
