2.135055305374795864e+01 5.105210173279172911e-03
2.267962867918014780e+01 5.333505924386403897e-03
2.409143949248644745e+01 5.591216836124018527e-03
2.559113577344144375e+01 5.880707370696612937e-03
2.718418840762770472e+01 6.204656830017794313e-03
2.887640884420285303e+01 6.566080608172117881e-03
3.067397029604109093e+01 6.968353644627853748e-03
3.258343025958721739e+01 7.415235842454574039e-03
3.461175443657547390e+01 7.910899166233572796e-03
3.676634214487943098e+01 8.459956067198196039e-03
3.905505331119188384e+01 9.067488797363574757e-03
4.148623714400355311e+01 9.739079068891378158e-03
4.406876259147974650e+01 1.048083738863268485e-02
4.681205069534513541e+01 1.129943124985462351e-02
4.972610895880343662e+01 1.220211119310910496e-02
5.282156785386607112e+01 1.319673355614171643e-02
5.610971960126832414e+01 1.429177851957594975e-02
5.960255936444202263e+01 1.549636182280653314e-02
6.331282900782017009e+01 1.682023827643671851e-02
6.725406357910347310e+01 1.827379493870397165e-02
7.144064068505633713e+01 1.986803156068351131e-02
7.588783294095433973e+01 2.161452564800609571e-02
8.061186368501915922e+01 2.352537924740293745e-02
8.562996616108657122e+01 2.561314435955762761e-02
9.096044638540585936e+01 2.789072372356555043e-02
9.662274992690836939e+01 3.037124363404444458e-02
1.026375328445593311e+02 3.306789546393488349e-02
1.090267370405720868e+02 3.599374270138654824e-02
1.158136703043730478e+02 3.916149059710545555e-02
1.230230913393172187e+02 4.258321598962271776e-02
1.306813000823315747e+02 4.627005556053624680e-02
1.388162336459718347e+02 5.023185169841859476e-02
1.474575682328889172e+02 5.447675634328360411e-02
1.566368273944886482e+02 5.901079466108541394e-02
1.663874970287114650e+02 6.383739216782251258e-02
1.767451475364443922e+02 6.895687098039449126e-02
1.877475635821904234e+02 7.436592319494866876e-02
1.994348819323612645e+02 8.005707194128416915e-02
2.118497378740307511e+02 8.601813336915123398e-02
2.250374207482755935e+02 9.223169559822219643e-02
2.390460391655002752e+02 9.867463339019072466e-02
2.539266965054372918e+02 1.053176798336454556e-01
2.697336773420604459e+02 1.121250784993557265e-01
2.865246454734730719e+02 1.190543411336647400e-01
3.043608542791999980e+02 1.260561368046529962e-01
3.233073701722481132e+02 1.330743382889750526e-01
3.434333099611046123e+02 1.400462501842613394e-01
3.648120929875552747e+02 1.469030405736811151e-01
3.875217089601282510e+02 1.535703939173984622e-01
4.116450024602148687e+02 1.599693971217034660e-01
4.372699751587466039e+02 1.660176634402912021e-01
4.644901068459118960e+02 1.716306900887877573e-01
4.934046964450288328e+02 1.767234354080338687e-01
5.241192242545901081e+02 1.812120904166839297e-01
5.567457367399385930e+02 1.850160080915995986e-01
5.914032552782906578e+02 1.880597422593285328e-01
6.282182103482084585e+02 1.902751372212725112e-01
6.673249027474419108e+02 1.916033998812124994e-01
7.088659935216612666e+02 1.919970789339550399e-01
7.529930243913389631e+02 1.914218713210247003e-01
7.998669705752902246e+02 1.898581752967321012e-01
8.496588280275872194e+02 1.873023125698102531e-01
9.025502372300524030e+02 1.837673493902438615e-01
9.587341458159683043e+02 1.792834581898947732e-01
1.018415512442199429e+03 1.738977772272958244e-01
1.081812054477506308e+03 1.676737450975850641e-01
1.149155042234554230e+03 1.606899091151144932e-01
1.220690142643035642e+03 1.530382303566483471e-01
1.296678315441555696e+03 1.448219322515114371e-01
1.377396765157655409e+03 1.361529625723791881e-01
1.463139952348714587e+03 1.271491590338838240e-01
1.554220667792821587e+03 1.179312250422213243e-01
1.650971173548163733e+03 1.086196332486641797e-01
1.753744415043603567e+03 9.933157953737740964e-02
1.862915308622077646e+03 9.017810840983779552e-02
1.978882109233804613e+03 8.126152235455398609e-02
2.102067863268629935e+03 7.267317312969326371e-02
2.232921951827438079e+03 6.449171281678338363e-02
2.371921730062472761e+03 5.678185830782520038e-02
2.519574268566883347e+03 4.959369615439867401e-02
2.676418203166063904e+03 4.296252720482745396e-02
2.843025699858829739e+03 3.690922398986933028e-02
3.020004542076518646e+03 3.144105008313828609e-02
3.208000347874336512e+03 2.655287110463109418e-02
3.407698925143242377e+03 2.222867273738714927e-02
3.619828773434188406e+03 1.844329273113738329e-02
3.845163741521346765e+03 1.516427154033626705e-02
4.084525850399109004e+03 1.235372968938411309e-02
4.338788292011138765e+03 9.970188464376666948e-03
4.608878614650827330e+03 7.970263062601743234e-03
4.895782106653479786e+03 6.310172639607660415e-03
5.200545390723910714e+03 4.947028441420968370e-03
5.524280242011593145e+03 3.839878091647331345e-03
5.868167643861605939e+03 2.950499955344524500e-03
6.233462096036801086e+03 2.243955383091079427e-03
6.621496191127542261e+03 1.688917885810112610e-03
7.033685475843744825e+03 1.257806537343335394e-03
7.471533614923181631e+03 9.267560684029836236e-04
7.936637876493981821e+03 6.754583744265382599e-04
8.430694958901893187e+03 4.869098795779769643e-04
