3.646069855403033699e+01 4.514018449631410947e-03
3.845367611409130859e+01 4.820948069767327579e-03
4.055559178319647629e+01 5.155909444890758968e-03
4.277240022528180674e+01 5.521310480061353276e-03
4.511038159205709519e+01 5.919751488125524382e-03
4.757615931448691526e+01 6.354034305575149977e-03
5.017671886677166526e+01 6.827170765694410247e-03
5.291942755598600456e+01 7.342390252058312444e-03
5.581205539343850575e+01 7.903146012013351901e-03
5.886279710688017985e+01 8.513119863187455089e-03
6.208029535592199721e+01 9.176224876833996222e-03
6.547366521642985049e+01 9.896605570624762011e-03
6.905252000326072448e+01 1.067863509132266527e-02
7.282699850449469636e+01 1.152690881582990601e-02
7.680779370431699249e+01 1.244623374898185496e-02
8.100618307592093004e+01 1.344161305004643384e-02
8.543406053025054803e+01 1.451822497948435965e-02
9.010397011109314747e+01 1.568139552579416243e-02
9.502914153197814073e+01 1.693656395228326436e-02
1.002235276555582004e+02 1.828924049882344957e-02
1.057018440216498192e+02 1.974495548786845203e-02
1.114796105359155405e+02 2.130919912133615035e-02
1.175731954372903232e+02 2.298735131968976039e-02
1.239998616687106363e+02 2.478460105110065828e-02
1.307778157825131871e+02 2.670585473126402265e-02
1.379262595190506033e+02 2.875563344734854282e-02
1.454654442046448537e+02 3.093795897627957259e-02
1.534167281229863420e+02 3.325622883088179965e-02
1.618026370225096571e+02 3.571308087909275814e-02
1.706469279311627929e+02 3.831024844179127531e-02
1.799746564593523601e+02 4.104840718231117513e-02
1.898122477817359197e+02 4.392701555177958711e-02
2.001875714989474773e+02 4.694415104290354523e-02
2.111300205913388197e+02 5.009634502171599751e-02
2.226705946884096079e+02 5.337841944003034189e-02
2.348419878898264130e+02 5.678332926551892673e-02
2.476786813868246497e+02 6.030201498274484484e-02
2.612170411463871460e+02 6.392326999518724295e-02
2.754954209349369307e+02 6.763362817038560959e-02
2.905542709734035611e+02 7.141727709048856232e-02
3.064362525314847971e+02 7.525600276969313107e-02
3.231863587857413336e+02 7.912917164858492003e-02
3.408520422839143862e+02 8.301375554414287816e-02
3.594833493765675598e+02 8.688440489609958184e-02
3.791330619968942983e+02 9.071357508221802868e-02
3.998568471903486170e+02 9.447170975930598014e-02
4.217134148177125326e+02 9.812748411346401689e-02
4.447646838783674070e+02 1.016481095717502448e-01
4.690759579249590274e+02 1.049996999490190180e-01
4.947161100663997786e+02 1.081476972018370064e-01
5.217577780833172483e+02 1.110573529736304937e-01
5.502775702087036507e+02 1.136942599934726850e-01
5.803562821567388710e+02 1.160249252011527482e-01
6.120791260146204422e+02 1.180173742923637109e-01
6.455359716458467574e+02 1.196417753000963147e-01
6.808216012888391333e+02 1.208710669496457779e-01
7.180359780721782954e+02 1.216815759472823499e-01
7.572845292071399399e+02 1.220536061882637469e-01
7.986784446598195473e+02 1.219719821939289073e-01
8.423349921489642611e+02 1.214265289938881859e-01
8.883778493618975745e+02 1.204124712233288624e-01
9.369374543296893307e+02 1.189307354493163438e-01
9.881513749541836660e+02 1.169881416867603330e-01
1.042164698733724663e+03 1.145974726948280759e-01
1.099130443791684456e+03 1.117774129030896929e-01
1.159209992372207807e+03 1.085523526125387328e-01
1.222573548031260998e+03 1.049520573244231703e-01
1.289400617818191677e+03 1.010112065132874604e-01
1.359880520813806243e+03 9.676881069863159379e-02
1.434212924465638025e+03 9.226752008451757914e-02
1.512608410239825844e+03 8.755284212368856511e-02
1.595289070192081454e+03 8.267228892203633273e-02
1.682489136147808949e+03 7.767447824630248354e-02
1.774455643273830447e+03 7.260821387582300224e-02
1.871449129921589247e+03 6.752157202909407629e-02
1.973744375724472320e+03 6.246102052570470103e-02
2.081631180040255458e+03 5.747059619443963679e-02
2.195415182943976106e+03 5.259116384568360281e-02
2.315418731097082855e+03 4.785977698278885695e-02
2.441981790945842477e+03 4.330915647640370264e-02
2.575462911836067633e+03 3.896729885553099765e-02
2.716240241772635272e+03 3.485722090030686504e-02
2.864712598701437400e+03 3.099684209569296758e-02
3.021300600348619355e+03 2.739900147008457465e-02
3.186447855817973050e+03 2.407160063698852645e-02
3.360622222322194375e+03 2.101786069711771704e-02
3.544317130608311345e+03 1.823667722240442449e-02
3.738052982832160069e+03 1.572305496674805333e-02
3.942378626842070844e+03 1.346860231240053739e-02
4.157872911048310016e+03 1.146206479188413736e-02
4.385146324283248759e+03 9.689877294566492244e-03
4.624842725297878133e+03 8.136715695688056735e-03
4.877641166794304809e+03 6.786030512411258576e-03
5.144257819161655789e+03 5.620547642779328071e-03
5.425447999365267606e+03 4.622724105279993854e-03
5.722008310736960084e+03 3.775149786944570485e-03
6.034778899728338729e+03 3.060889348509040001e-03
6.364645836020444222e+03 2.463761462917254952e-03
6.712543622732545373e+03 1.968555338807843197e-03
7.079457843841388240e+03 1.561186894103511929e-03
